locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_01892	gene	411				
FCDJCBPM_01893	gene	636	ompW			
FCDJCBPM_01894	gene	315	osmY_1			
FCDJCBPM_01895	gene	807	trpA			
FCDJCBPM_01896	gene	1191	trpB			
FCDJCBPM_01897	gene	1359	trpC			
FCDJCBPM_01898	gene	999	trpGD_1			
FCDJCBPM_01899	gene	579	trpGD_2			
FCDJCBPM_01900	gene	1569	trpE			
FCDJCBPM_01901	gene	888	yciV			
FCDJCBPM_01902	gene	621	yciO			
FCDJCBPM_01903	gene	888	rluB			
FCDJCBPM_01904	gene	591	btuR			
FCDJCBPM_01905	gene	762	yciK			
FCDJCBPM_01906	gene	1047	sohB			
FCDJCBPM_01907	gene	252	yciN			
FCDJCBPM_01908	gene	2589	topA_2			
FCDJCBPM_01909	gene	975	cysB			
FCDJCBPM_01910	gene	2694	acnA			
FCDJCBPM_01911	gene	357				
FCDJCBPM_01912	gene	456	ysnE			
FCDJCBPM_01913	gene	600	ribA			
FCDJCBPM_01914	gene	759	pgpB			
FCDJCBPM_01915	gene	318	lapA			
FCDJCBPM_01916	gene	1170	lapB			
FCDJCBPM_01917	gene	762	pyrF			
FCDJCBPM_01918	gene	324	yciH			
FCDJCBPM_01919	gene	219	osmB			
FCDJCBPM_01920	gene	696	araD_3			
FCDJCBPM_01921	gene	1020	kdgT			
FCDJCBPM_01922	gene	1935	rnb			
FCDJCBPM_01923	gene	2304	ydeP_1			
FCDJCBPM_01924	gene	1599	malX			
FCDJCBPM_01925	gene	930	hdfR_4			
FCDJCBPM_01926	gene	789	fabI			
FCDJCBPM_01927	gene	813	sapF			
FCDJCBPM_01928	gene	993	sapD			
FCDJCBPM_01929	gene	891	sapC			
FCDJCBPM_01930	gene	966	sapB			
FCDJCBPM_01931	gene	2043				
FCDJCBPM_01932	gene	2385	btuB_1			
FCDJCBPM_01933	gene	1041	hemS			
FCDJCBPM_01934	gene	2544				
FCDJCBPM_01935	gene	990	pspF			
FCDJCBPM_01936	gene	663	pspA			
FCDJCBPM_01937	gene	234	pspB			
FCDJCBPM_01938	gene	357	pspC			
FCDJCBPM_01939	gene	225				
FCDJCBPM_01940	gene	1398	ycjX			
FCDJCBPM_01941	gene	1056				
FCDJCBPM_01942	gene	1572	tyrR			
FCDJCBPM_01943	gene	507	tpx			
FCDJCBPM_01944	gene	969	ycjG_2			
FCDJCBPM_01945	gene	723	mpaA			
FCDJCBPM_01946	gene	1617	mppA			
FCDJCBPM_01947	gene	801				
FCDJCBPM_01948	gene	576				
FCDJCBPM_01949	gene	258				
FCDJCBPM_01950	gene	738				
FCDJCBPM_01951	gene	987	zntB			
FCDJCBPM_01952	gene	96				
FCDJCBPM_01953	gene	195				
FCDJCBPM_01954	gene	921	ttcA			
FCDJCBPM_01955	gene	2094	sopA			
FCDJCBPM_01956	gene	3528	nifJ			
FCDJCBPM_01957	gene	249				
FCDJCBPM_01958	gene	993	ldhA			
FCDJCBPM_01959	gene	2637				
FCDJCBPM_01960	gene	228				
FCDJCBPM_01961	gene	606	azoR			
FCDJCBPM_01962	gene	3888				
FCDJCBPM_01963	gene	819				
FCDJCBPM_01964	gene	315	asr			
FCDJCBPM_01965	gene	1299	rstB			
FCDJCBPM_01966	gene	729	rstA			
FCDJCBPM_01967	gene	426				
FCDJCBPM_01968	gene	954	ydgH_1			
FCDJCBPM_01969	gene	1533	pntA			
FCDJCBPM_01970	gene	1389	pntB			
FCDJCBPM_01971	gene	783				
FCDJCBPM_01972	gene	939	pgrR_3			
FCDJCBPM_01973	gene	213				
FCDJCBPM_01974	gene	954	uspE			
FCDJCBPM_01975	gene	777	fnr_1			
FCDJCBPM_01976	gene	567	smrA			
FCDJCBPM_01977	gene	966	tehA			
FCDJCBPM_01978	gene	885	hdfR_5			
FCDJCBPM_01979	gene	771	tam_1			
FCDJCBPM_01980	gene	1017	vldW			
FCDJCBPM_01981	gene	405				
FCDJCBPM_01982	gene	735				
FCDJCBPM_01983	gene	3783				
FCDJCBPM_01984	gene	1572	ddpA_1			
FCDJCBPM_01985	gene	564	ssuE			
FCDJCBPM_01986	gene	213				
FCDJCBPM_01987	gene	600	clpP_1			
FCDJCBPM_01988	gene	711				
FCDJCBPM_01989	gene	1290	codB_3			
FCDJCBPM_01990	gene	798	ramA_2			
FCDJCBPM_01991	gene	828	hcaB_1			
FCDJCBPM_01992	gene	906	pgrR_4			
FCDJCBPM_01993	gene	2394	gcd_3			
FCDJCBPM_01994	gene	585				
FCDJCBPM_01995	gene	1566	yjmB			
FCDJCBPM_01996	gene	1017	dlgD			
FCDJCBPM_01997	gene	705	sfmC			
FCDJCBPM_01998	gene	2769	fimD_2			
FCDJCBPM_01999	gene	267				
FCDJCBPM_02000	gene	555	ycbV			
FCDJCBPM_02001	gene	900				
FCDJCBPM_02002	gene	774				
FCDJCBPM_02003	gene	1314	dsdX			
FCDJCBPM_02004	gene	1149	glxK			
FCDJCBPM_02005	gene	1443	pykA_2			
FCDJCBPM_02006	gene	1155	cdaR_1			
FCDJCBPM_02007	gene	2223	fhuE_2			
FCDJCBPM_02008	gene	141				
FCDJCBPM_02009	gene	894	fhuD_1			
FCDJCBPM_02010	gene	423				
FCDJCBPM_02011	gene	1170				
FCDJCBPM_02012	gene	1350				
FCDJCBPM_02013	gene	909	chiA			
FCDJCBPM_02014	gene	351				
FCDJCBPM_02015	gene	639				
FCDJCBPM_02016	gene	393				
FCDJCBPM_02017	gene	252				
FCDJCBPM_02018	gene	489				
FCDJCBPM_02019	gene	1296	codB_4			
FCDJCBPM_02020	gene	1104	tgnD			
FCDJCBPM_02021	gene	624	slmA_1			
FCDJCBPM_02022	gene	1017	ephA			
FCDJCBPM_02023	gene	903	yedA_1			
FCDJCBPM_02024	gene	849	gltC_3			
FCDJCBPM_02025	gene	1203				
FCDJCBPM_02026	gene	912	rhaS_5			
FCDJCBPM_02027	gene	834	hcaB_2			
FCDJCBPM_02028	gene	1785				
FCDJCBPM_02029	gene	456				
FCDJCBPM_02030	gene	213				
FCDJCBPM_02031	gene	1341	abaF_2			
FCDJCBPM_02032	gene	513				
FCDJCBPM_02033	gene	951	pobB			
FCDJCBPM_02034	gene	579	sutR_2			
FCDJCBPM_02035	gene	681				
FCDJCBPM_02036	gene	2130				
FCDJCBPM_02037	gene	546	rutB_1			
FCDJCBPM_02038	gene	456				
FCDJCBPM_02039	gene	615				
FCDJCBPM_02040	gene	1233				
FCDJCBPM_02041	gene	663				
FCDJCBPM_02042	gene	273				
FCDJCBPM_02043	gene	2064	dcp			
FCDJCBPM_02044	gene	3282				
FCDJCBPM_02045	gene	129				
FCDJCBPM_02046	gene	648				
FCDJCBPM_02047	gene	1314	guaD			
FCDJCBPM_02048	gene	1059	yajO_3			
FCDJCBPM_02049	gene	750	ydfG_1			
FCDJCBPM_02050	gene	333				
FCDJCBPM_02051	gene	351				
FCDJCBPM_02052	gene	255				
FCDJCBPM_02053	gene	1467	bmr3_2			
FCDJCBPM_02054	gene	687	bioD1_1			
FCDJCBPM_02055	gene	1218	mlc_2			
FCDJCBPM_02056	gene	897	benM			
FCDJCBPM_02057	gene	1278	ynfM			
FCDJCBPM_02058	gene	930	tus			
FCDJCBPM_02059	gene	1398	fumC			
FCDJCBPM_02060	gene	1179	manA			
FCDJCBPM_02061	gene	1530	ydgA			
FCDJCBPM_02062	gene	1008	add			
FCDJCBPM_02063	gene	2982				
FCDJCBPM_02064	gene	1428	tdeA			
FCDJCBPM_02065	gene	1962	macB			
FCDJCBPM_02066	gene	1164	macA			
FCDJCBPM_02067	gene	816				
FCDJCBPM_02068	gene	1020				
FCDJCBPM_02069	gene	1047	ydgJ			
FCDJCBPM_02070	gene	939	araC_2			
FCDJCBPM_02071	gene	984	araH			
FCDJCBPM_02072	gene	1530	araG_1			
FCDJCBPM_02073	gene	981	araF			
FCDJCBPM_02074	gene	1686	araB_2			
FCDJCBPM_02075	gene	1506	araA			
FCDJCBPM_02076	gene	216	ydgT			
FCDJCBPM_02077	gene	327	ydgK			
FCDJCBPM_02078	gene	582	rsxA			
FCDJCBPM_02079	gene	573	rsxB			
FCDJCBPM_02080	gene	2511	rsxC			
FCDJCBPM_02081	gene	1041	rsxD			
FCDJCBPM_02082	gene	636	rsxG			
FCDJCBPM_02083	gene	699	rsxE			
FCDJCBPM_02084	gene	639	nth			
FCDJCBPM_02085	gene	1524	dtpA			
FCDJCBPM_02086	gene	885	pdxY			
FCDJCBPM_02087	gene	1275	tyrS			
FCDJCBPM_02088	gene	651	pdxH			
FCDJCBPM_02089	gene	324				
FCDJCBPM_02090	gene	1125	anmK			
FCDJCBPM_02091	gene	468	slyB			
FCDJCBPM_02092	gene	435	slyA_4			
FCDJCBPM_02093	gene	249				
FCDJCBPM_02094	gene	408	gloA			
FCDJCBPM_02095	gene	705	rnt			
FCDJCBPM_02096	gene	348	grxD			
FCDJCBPM_02097	gene	963				
FCDJCBPM_02098	gene	90				
FCDJCBPM_02099	gene	1020	purR_2			
FCDJCBPM_02100	gene	1152	cfa			
FCDJCBPM_02101	gene	618	ribC			
FCDJCBPM_02102	gene	1374	mdtK_2			
FCDJCBPM_02103	gene	77				
FCDJCBPM_02104	gene	77				
FCDJCBPM_02105	gene	1413	pykF			
FCDJCBPM_02106	gene	246				
FCDJCBPM_02107	gene	237	lpp1			
FCDJCBPM_02108	gene	1008	ycfS			
FCDJCBPM_02109	gene	417	sufE			
FCDJCBPM_02110	gene	1224	sufS			
FCDJCBPM_02111	gene	1287	sufD			
FCDJCBPM_02112	gene	747	sufC			
FCDJCBPM_02113	gene	1506	sufB			
FCDJCBPM_02114	gene	375	sufA			
FCDJCBPM_02115	gene	1197	yhhS_2			
FCDJCBPM_02116	gene	426	menI			
FCDJCBPM_02117	gene	3081				
FCDJCBPM_02118	gene	1101	ydiK			
FCDJCBPM_02119	gene	2376	ppsA			
FCDJCBPM_02120	gene	822	ppsR			
FCDJCBPM_02121	gene	1047	aroH			
FCDJCBPM_02122	gene	1113				
FCDJCBPM_02123	gene	1452	selO			
FCDJCBPM_02124	gene	1017	lplA			
FCDJCBPM_02125	gene	468	mepS_2			
FCDJCBPM_02126	gene	786	btuD_5			
FCDJCBPM_02127	gene	552	btuE			
FCDJCBPM_02128	gene	1005	btuC_2			
FCDJCBPM_02129	gene	462				
FCDJCBPM_02130	gene	297	ihfA			
FCDJCBPM_02131	gene	2388	pheT			
FCDJCBPM_02132	gene	984	pheS			
FCDJCBPM_02133	gene	357	rplT			
FCDJCBPM_02134	gene	198	rpmI			
FCDJCBPM_02135	gene	342	infC			
FCDJCBPM_02136	gene	1929	thrS			
FCDJCBPM_02137	gene	795				
FCDJCBPM_02138	gene	879				
FCDJCBPM_02139	gene	840				
FCDJCBPM_02140	gene	3567	cdiA2			
FCDJCBPM_02141	gene	1731	shlB			
FCDJCBPM_02142	gene	873				
FCDJCBPM_02143	gene	549				
FCDJCBPM_02144	gene	666	hxpB			
FCDJCBPM_02145	gene	342				
FCDJCBPM_02146	gene	837	kduI			
FCDJCBPM_02147	gene	762	kduD_2			
FCDJCBPM_02148	gene	591	ydjM			
FCDJCBPM_02149	gene	2277	katE			
FCDJCBPM_02150	gene	564	betI_2			
FCDJCBPM_02151	gene	582	betI_3			
FCDJCBPM_02152	gene	1434	oprM_2			
FCDJCBPM_02153	gene	3162	mexB			
FCDJCBPM_02154	gene	1158	ttgA			
FCDJCBPM_02155	gene	339	osmE			
FCDJCBPM_02156	gene	825	nadE			
FCDJCBPM_02157	gene	894	hdfR_6			
FCDJCBPM_02158	gene	468	spy			
FCDJCBPM_02159	gene	1461				
FCDJCBPM_02160	gene	1296				
FCDJCBPM_02161	gene	708	chaC			
FCDJCBPM_02162	gene	231	chaB			
FCDJCBPM_02163	gene	1095	chaA			
FCDJCBPM_02164	gene	1791	dauA_2			
FCDJCBPM_02165	gene	855	kdsA			
FCDJCBPM_02166	gene	810				
FCDJCBPM_02167	gene	849	prmC_2			
FCDJCBPM_02168	gene	1083	prfA			
FCDJCBPM_02169	gene	1263	hemA			
FCDJCBPM_02170	gene	621	lolB			
FCDJCBPM_02171	gene	858	ispE			
FCDJCBPM_02172	gene	948	prs			
FCDJCBPM_02173	gene	279				
FCDJCBPM_02174	gene	585	pth			
FCDJCBPM_02175	gene	1092	ychF			
FCDJCBPM_02176	gene	1116	adhE_2			
FCDJCBPM_02177	gene	693	pduL			
FCDJCBPM_02178	gene	819	ftsA_1			
FCDJCBPM_02179	gene	729				
FCDJCBPM_02180	gene	273	eutN			
FCDJCBPM_02181	gene	516				
FCDJCBPM_02182	gene	1212	tdcD			
FCDJCBPM_02183	gene	282	pduA			
FCDJCBPM_02184	gene	786	pduB			
FCDJCBPM_02185	gene	1509	iolA			
FCDJCBPM_02186	gene	300				
FCDJCBPM_02187	gene	576	yhbO_1			
FCDJCBPM_02188	gene	2544	cutC_2			
FCDJCBPM_02189	gene	918	hpdA			
FCDJCBPM_02190	gene	825	pduF			
FCDJCBPM_02191	gene	573				
FCDJCBPM_02192	gene	1191	metK_2			
FCDJCBPM_02193	gene	1053	rssB_2			
FCDJCBPM_02194	gene	1230				
FCDJCBPM_02195	gene	429				
FCDJCBPM_02196	gene	111				
FCDJCBPM_02197	gene	813				
FCDJCBPM_02198	gene	2004				
FCDJCBPM_02199	gene	774				
FCDJCBPM_02200	gene	195				
FCDJCBPM_02201	gene	1317	gudP_1			
FCDJCBPM_02202	gene	1152				
FCDJCBPM_02203	gene	924	tfdS			
FCDJCBPM_02204	gene	750	xecD			
FCDJCBPM_02205	gene	1311	ousA			
FCDJCBPM_02206	gene	750	lvr			
FCDJCBPM_02207	gene	765				
FCDJCBPM_02208	gene	1227	lldD_1			
FCDJCBPM_02209	gene	864				
FCDJCBPM_02210	gene	1095	nanR_1			
FCDJCBPM_02211	gene	4035				
FCDJCBPM_02212	gene	966	yjiA			
FCDJCBPM_02213	gene	204				
FCDJCBPM_02214	gene	2151	btsT			
FCDJCBPM_02215	gene	726	btsR			
FCDJCBPM_02216	gene	1686	btsS			
FCDJCBPM_02217	gene	732	bacC_2			
FCDJCBPM_02218	gene	1464	davD			
FCDJCBPM_02219	gene	1278	puuE			
FCDJCBPM_02220	gene	1503	gabR			
FCDJCBPM_02221	gene	249				
FCDJCBPM_02222	gene	207				
FCDJCBPM_02223	gene	819	ybeM			
FCDJCBPM_02224	gene	681	pphA_1			
FCDJCBPM_02225	gene	894				
FCDJCBPM_02226	gene	1686	hutU			
FCDJCBPM_02227	gene	1557	hutH_1			
FCDJCBPM_02228	gene	600	ves			
FCDJCBPM_02229	gene	1374	dadD_1			
FCDJCBPM_02230	gene	750	nagR_3			
FCDJCBPM_02231	gene	1218	hutI			
FCDJCBPM_02232	gene	801				
FCDJCBPM_02233	gene	76				
FCDJCBPM_02234	gene	96				
FCDJCBPM_02235	gene	375				
FCDJCBPM_02236	gene	747	nagR_4			
FCDJCBPM_02237	gene	474				
FCDJCBPM_02238	gene	288	gatB			
FCDJCBPM_02239	gene	1359	gatC_2			
FCDJCBPM_02240	gene	1476	fucK_2			
FCDJCBPM_02241	gene	873	fbaA_3			
FCDJCBPM_02242	gene	270				
FCDJCBPM_02243	gene	645				
FCDJCBPM_02244	gene	618				
FCDJCBPM_02245	gene	1239				
FCDJCBPM_02246	gene	831				
FCDJCBPM_02247	gene	294				
FCDJCBPM_02248	gene	723	walR			
FCDJCBPM_02249	gene	1506	sasA_2			
FCDJCBPM_02250	gene	720	msrA_1			
FCDJCBPM_02251	gene	1749	dipZ			
FCDJCBPM_02252	gene	519	msrB_2			
FCDJCBPM_02253	gene	747	dasR_1			
FCDJCBPM_02254	gene	741				
FCDJCBPM_02255	gene	1311	ulaA_2			
FCDJCBPM_02256	gene	285	ulaB			
FCDJCBPM_02257	gene	432	ulaC_2			
FCDJCBPM_02258	gene	744	mftE			
FCDJCBPM_02259	gene	972				
FCDJCBPM_02260	gene	1170	lldD_2			
FCDJCBPM_02261	gene	1251				
FCDJCBPM_02262	gene	819	phnV_1			
FCDJCBPM_02263	gene	957				
FCDJCBPM_02264	gene	1032				
FCDJCBPM_02265	gene	963				
FCDJCBPM_02266	gene	930	ghrA			
FCDJCBPM_02267	gene	450	aroQ_2			
FCDJCBPM_02268	gene	615	yibF_3			
FCDJCBPM_02269	gene	1011	ppsC_2			
FCDJCBPM_02270	gene	1149	btuD_6			
FCDJCBPM_02271	gene	1152	argE_1			
FCDJCBPM_02272	gene	675				
FCDJCBPM_02273	gene	426	rutC_3			
FCDJCBPM_02274	gene	807	argT_2			
FCDJCBPM_02275	gene	708	hisQ_2			
FCDJCBPM_02276	gene	762				
FCDJCBPM_02277	gene	696	occM_2			
FCDJCBPM_02278	gene	771	glnQ_7			
FCDJCBPM_02279	gene	1110	malK			
FCDJCBPM_02280	gene	1140	soxA			
FCDJCBPM_02281	gene	1083	gpr_2			
FCDJCBPM_02282	gene	891	araQ_2			
FCDJCBPM_02283	gene	912	lacF			
FCDJCBPM_02284	gene	1305				
FCDJCBPM_02285	gene	1386	dmoA			
FCDJCBPM_02286	gene	1218	soxC_1			
FCDJCBPM_02287	gene	1332	dgoT_4			
FCDJCBPM_02288	gene	1521				
FCDJCBPM_02289	gene	768	ydcF			
FCDJCBPM_02290	gene	894				
FCDJCBPM_02291	gene	828				
FCDJCBPM_02292	gene	939	gcvA_2			
FCDJCBPM_02293	gene	1068	rbsR_1			
FCDJCBPM_02294	gene	900	gctA_1			
FCDJCBPM_02295	gene	828	catJ_1			
FCDJCBPM_02296	gene	900	gctA_2			
FCDJCBPM_02297	gene	819	catJ_2			
FCDJCBPM_02298	gene	1053	ccpA			
FCDJCBPM_02299	gene	1545	abaF_3			
FCDJCBPM_02300	gene	930				
FCDJCBPM_02301	gene	1167	smtB			
FCDJCBPM_02302	gene	630	dhaL_2			
FCDJCBPM_02303	gene	1005	dhaK-2			
FCDJCBPM_02304	gene	1728	ilvB			
FCDJCBPM_02305	gene	3462				
FCDJCBPM_02306	gene	312	celA			
FCDJCBPM_02307	gene	762	COQ5			
FCDJCBPM_02308	gene	345				
FCDJCBPM_02309	gene	702	fnr_2			
FCDJCBPM_02310	gene	4902	rhlE_1			
FCDJCBPM_02311	gene	909	ugpA_2			
FCDJCBPM_02312	gene	888	lacG			
FCDJCBPM_02313	gene	828	cpdA_2			
FCDJCBPM_02314	gene	1188	msmX			
FCDJCBPM_02315	gene	1227	ugpB_2			
FCDJCBPM_02316	gene	903	oxyR_5			
FCDJCBPM_02316	CDS	903	oxyR_5			Hydrogen peroxide-inducible genes activator
FCDJCBPM_02317	gene	3414	hmp			
FCDJCBPM_02318	gene	1446	atoE			
FCDJCBPM_02319	gene	921	ocd			
FCDJCBPM_02320	gene	639	comR_5			
FCDJCBPM_02321	gene	1206	nepI			
FCDJCBPM_02322	gene	957				
FCDJCBPM_02323	gene	912	dmlR_5			
FCDJCBPM_02324	gene	996	aes_1			
FCDJCBPM_02325	gene	948				
FCDJCBPM_02326	gene	1134	gci_3			
FCDJCBPM_02327	gene	1809				
FCDJCBPM_02328	gene	684	rspR_6			
FCDJCBPM_02329	gene	1365	garP_1			
FCDJCBPM_02330	gene	567				
FCDJCBPM_02331	gene	1023	tqsA			
FCDJCBPM_02332	gene	564	ahpC_1			
FCDJCBPM_02333	gene	1569	ahpF			
FCDJCBPM_02334	gene	1260	otnK			
FCDJCBPM_02335	gene	642	otnC			
FCDJCBPM_02336	gene	771	srlR_4			
FCDJCBPM_02337	gene	1356	gntT_2			
FCDJCBPM_02338	gene	1371				
FCDJCBPM_02339	gene	888				
FCDJCBPM_02340	gene	465				
FCDJCBPM_02341	gene	771				
FCDJCBPM_02342	gene	648	alkB			
FCDJCBPM_02343	gene	969	ssuA_2			
FCDJCBPM_02344	gene	774	lldR_3			
FCDJCBPM_02345	gene	1176	lldD_3			
FCDJCBPM_02346	gene	1449	cycA			
FCDJCBPM_02347	gene	1755	dld			
FCDJCBPM_02348	gene	2277	btuB_2			
FCDJCBPM_02349	gene	2475	quiA			
FCDJCBPM_02350	gene	1182	hipO_2			
FCDJCBPM_02351	gene	1458	amn			
FCDJCBPM_02352	gene	900	dmlR_6			
FCDJCBPM_02353	gene	1011				
FCDJCBPM_02354	gene	732	xynR_1			
FCDJCBPM_02355	gene	1008				
FCDJCBPM_02356	gene	1296	ttuB_3			
FCDJCBPM_02357	gene	777	ssuB			
FCDJCBPM_02358	gene	840	ssuC_2			
FCDJCBPM_02359	gene	903	viuB			
FCDJCBPM_02360	gene	1248				
FCDJCBPM_02361	gene	984				
FCDJCBPM_02362	gene	2394	caf1A			
FCDJCBPM_02363	gene	747				
FCDJCBPM_02364	gene	543				
FCDJCBPM_02365	gene	576				
FCDJCBPM_02366	gene	975	hemB			
FCDJCBPM_02367	gene	156				
FCDJCBPM_02368	gene	786	nrtD			
FCDJCBPM_02369	gene	804	ribX_3			
FCDJCBPM_02370	gene	2253				
FCDJCBPM_02371	gene	1797				
FCDJCBPM_02372	gene	1302	gatZ			
FCDJCBPM_02373	gene	975				
FCDJCBPM_02374	gene	990	rbsC_2			
FCDJCBPM_02375	gene	1491	mglA_2			
FCDJCBPM_02376	gene	891	rbsB_1			
FCDJCBPM_02377	gene	855	gatY_3			
FCDJCBPM_02378	gene	828	srlR_5			
FCDJCBPM_02379	gene	954				
FCDJCBPM_02380	gene	1236	sotB_1			
FCDJCBPM_02381	gene	774				
FCDJCBPM_02382	gene	681	czcR_1			
FCDJCBPM_02383	gene	1398	czcS_1			
FCDJCBPM_02384	gene	975	hmuT			
FCDJCBPM_02385	gene	999	hmuU_1			
FCDJCBPM_02386	gene	783	hmuV			
FCDJCBPM_02387	gene	846	hcaB_3			
FCDJCBPM_02388	gene	2184				
FCDJCBPM_02389	gene	216				
FCDJCBPM_02390	gene	813				
FCDJCBPM_02391	gene	468				
FCDJCBPM_02392	gene	1680				
FCDJCBPM_02393	gene	1134	fdhA			
FCDJCBPM_02394	gene	984	acuI			
FCDJCBPM_02395	gene	633	acuR			
FCDJCBPM_02396	gene	1608	emrB_2			
FCDJCBPM_02397	gene	1125	emrA_3			
FCDJCBPM_02398	gene	456	slyA_5			
FCDJCBPM_02399	gene	1719				
FCDJCBPM_02400	gene	1335	dcuB			
FCDJCBPM_02401	gene	76				
FCDJCBPM_02402	gene	540				
FCDJCBPM_02403	gene	414	rbsD			
FCDJCBPM_02404	gene	765	fabG_3			
FCDJCBPM_02405	gene	1059	rbsR_2			
FCDJCBPM_02406	gene	1875				
FCDJCBPM_02407	gene	1023	yiaO			
FCDJCBPM_02408	gene	1338	bglA			
FCDJCBPM_02409	gene	1536				
FCDJCBPM_02410	gene	1536	sgrR_1			
FCDJCBPM_02411	gene	945	gsiC_1			
FCDJCBPM_02412	gene	864	gsiD_1			
FCDJCBPM_02413	gene	1224				
FCDJCBPM_02414	gene	1020	dppD_2			
FCDJCBPM_02415	gene	1020	btuD_7			
FCDJCBPM_02416	gene	492				
FCDJCBPM_02417	gene	1200	dgaE			
FCDJCBPM_02418	gene	816	allR			
FCDJCBPM_02419	gene	795				
FCDJCBPM_02420	gene	693	tctD			
FCDJCBPM_02421	gene	1383	sasA_3			
FCDJCBPM_02422	gene	861	fba			
FCDJCBPM_02423	gene	1413	fruA_4			
FCDJCBPM_02424	gene	474	manP_2			
FCDJCBPM_02425	gene	1533	manR_3			
FCDJCBPM_02426	gene	1218	RBKS			
FCDJCBPM_02427	gene	942	rihB			
FCDJCBPM_02428	gene	1506	dcuD			
FCDJCBPM_02429	gene	954	yclQ			
FCDJCBPM_02430	gene	969	yclN			
FCDJCBPM_02431	gene	1008	yclO			
FCDJCBPM_02432	gene	759	yclP			
FCDJCBPM_02433	gene	1893	arnT_2			
FCDJCBPM_02434	gene	297				
FCDJCBPM_02435	gene	1323	abaF_4			
FCDJCBPM_02436	gene	1344	abaF_5			
FCDJCBPM_02437	gene	1380				
FCDJCBPM_02438	gene	1437	lgoT			
FCDJCBPM_02439	gene	903	dapA_3			
FCDJCBPM_02440	gene	1002	dhaK_3			
FCDJCBPM_02441	gene	621	dhaL_3			
FCDJCBPM_02442	gene	1557				
FCDJCBPM_02443	gene	852	xynR_2			
FCDJCBPM_02444	gene	402				
FCDJCBPM_02445	gene	699	tenA			
FCDJCBPM_02446	gene	756	cysA_2			
FCDJCBPM_02447	gene	771	ribX_4			
FCDJCBPM_02448	gene	930				
FCDJCBPM_02449	gene	963				
FCDJCBPM_02450	gene	897	gcvA_3			
FCDJCBPM_02451	gene	1413	ydjE			
FCDJCBPM_02452	gene	2097	apxIB			
FCDJCBPM_02453	gene	1278	cvaA			
FCDJCBPM_02454	gene	228				
FCDJCBPM_02455	gene	1263	entS_2			
FCDJCBPM_02456	gene	792	fhuC_1			
FCDJCBPM_02457	gene	963	btuF_2			
FCDJCBPM_02458	gene	1014	hmuU_2			
FCDJCBPM_02459	gene	1467	yeeO			
FCDJCBPM_02460	gene	639	emtA			
FCDJCBPM_02461	gene	753	ompR_2			
FCDJCBPM_02462	gene	1071	rbsK			
FCDJCBPM_02463	gene	237				
FCDJCBPM_02464	gene	942	rbsB_2			
FCDJCBPM_02465	gene	990	rbsC_3			
FCDJCBPM_02466	gene	1512	araG_2			
FCDJCBPM_02467	gene	2640	rcsC_3			
FCDJCBPM_02468	gene	864	pfkB			
FCDJCBPM_02469	gene	1296	oxdC			
FCDJCBPM_02470	gene	768	yedY1			
FCDJCBPM_02471	gene	633	yedZ1			
FCDJCBPM_02472	gene	630				
FCDJCBPM_02473	gene	672	czcR_2			
FCDJCBPM_02474	gene	1419	czcS_2			
FCDJCBPM_02475	gene	900				
FCDJCBPM_02476	gene	1089	btuD_8			
FCDJCBPM_02477	gene	1770				
FCDJCBPM_02478	gene	1089				
FCDJCBPM_02479	gene	942				
FCDJCBPM_02480	gene	543	msrA2			
FCDJCBPM_02481	gene	795				
FCDJCBPM_02482	gene	1620				
FCDJCBPM_02483	gene	117				
FCDJCBPM_02484	gene	831	cysG_1			
FCDJCBPM_02485	gene	2616	nasA			
FCDJCBPM_02486	gene	4089	norW_1			
FCDJCBPM_02487	gene	1248	nasR			
FCDJCBPM_02488	gene	1452	ttdT			
FCDJCBPM_02489	gene	1797	frdA			
FCDJCBPM_02490	gene	741	frdB			
FCDJCBPM_02491	gene	402	frdC			
FCDJCBPM_02492	gene	357	frdD			
FCDJCBPM_02493	gene	486				
FCDJCBPM_02494	gene	924	rob_1			
FCDJCBPM_02495	gene	1092	ompF_1			
FCDJCBPM_02496	gene	1398				
FCDJCBPM_02497	gene	831				
FCDJCBPM_02498	gene	1800	ydaP			
FCDJCBPM_02499	gene	468	mntR			
FCDJCBPM_02500	gene	930	yfeA_1			
FCDJCBPM_02501	gene	783	mntB_1			
FCDJCBPM_02502	gene	861	mntB_2			
FCDJCBPM_02503	gene	849	mntB_3			
FCDJCBPM_02504	gene	753				
FCDJCBPM_02505	gene	150				
FCDJCBPM_02506	gene	813				
FCDJCBPM_02507	gene	402				
FCDJCBPM_02508	gene	1338	argG			
FCDJCBPM_02509	gene	840				
FCDJCBPM_02510	gene	138				
FCDJCBPM_02511	gene	1245	oxyE			
FCDJCBPM_02512	gene	1305	pip			
FCDJCBPM_02513	gene	561	rimL			
FCDJCBPM_02514	gene	1011				
FCDJCBPM_02515	gene	690	inhA_1			
FCDJCBPM_02516	gene	792	yohF			
FCDJCBPM_02517	gene	1308	proP_4			
FCDJCBPM_02518	gene	453				
FCDJCBPM_02519	gene	1374				
FCDJCBPM_02520	gene	420				
FCDJCBPM_02521	gene	1131				
FCDJCBPM_02522	gene	180	ghoT			
FCDJCBPM_02523	gene	531	rluE			
FCDJCBPM_02524	gene	447	nudJ			
FCDJCBPM_02525	gene	1110	mnmA			
