locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_03397	gene	1608	ydiF			
FCDJCBPM_03397	CDS	1608	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
FCDJCBPM_03398	gene	831	aroE_2			
FCDJCBPM_03398	CDS	831	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FCDJCBPM_03399	gene	867				
FCDJCBPM_03399	CDS	867				hypothetical protein
FCDJCBPM_03400	gene	1386	ugl_2			
FCDJCBPM_03400	CDS	1386	ugl_2	3.2.1.179		Unsaturated glucuronyl hydrolase
FCDJCBPM_03401	gene	783	fabG_6			
FCDJCBPM_03401	CDS	783	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FCDJCBPM_03402	gene	480	paaZ_1			
FCDJCBPM_03402	CDS	480	paaZ_1		COG2030	Bifunctional protein PaaZ
FCDJCBPM_03403	gene	669				
FCDJCBPM_03403	CDS	669				hypothetical protein
FCDJCBPM_03404	gene	2376	mrcB_2			
FCDJCBPM_03404	CDS	2376	mrcB_2		COG0744	Penicillin-binding protein 1B
FCDJCBPM_03405	gene	2436	hrpB			
FCDJCBPM_03405	CDS	2436	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
FCDJCBPM_03406	gene	579	thpR			
FCDJCBPM_03406	CDS	579	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
FCDJCBPM_03407	gene	708	sfsA			
FCDJCBPM_03407	CDS	708	sfsA		COG1489	Sugar fermentation stimulation protein A
FCDJCBPM_03408	gene	456	dksA			
FCDJCBPM_03408	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FCDJCBPM_03409	gene	873	gluQ			
FCDJCBPM_03409	CDS	873	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
FCDJCBPM_03410	gene	1320	pcnB			
FCDJCBPM_03410	CDS	1320	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
FCDJCBPM_03411	gene	507	folK			
FCDJCBPM_03411	CDS	507	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FCDJCBPM_03412	gene	792	panB			
FCDJCBPM_03412	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FCDJCBPM_03413	gene	855	panC			
FCDJCBPM_03413	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
FCDJCBPM_03414	gene	381	panD			
FCDJCBPM_03414	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
FCDJCBPM_03415	gene	771	yadH			
FCDJCBPM_03415	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
FCDJCBPM_03416	gene	906	yadG			
FCDJCBPM_03416	CDS	906	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FCDJCBPM_03417	gene	780	can			
FCDJCBPM_03417	CDS	780	can	4.2.1.1	COG0288	Carbonic anhydrase 2
FCDJCBPM_03418	gene	990				
FCDJCBPM_03418	CDS	990				hypothetical protein
FCDJCBPM_03419	gene	543	hpt			
FCDJCBPM_03419	CDS	543	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FCDJCBPM_03420	gene	96				
FCDJCBPM_03420	CDS	96				hypothetical protein
FCDJCBPM_03421	gene	1602	betA			
FCDJCBPM_03421	CDS	1602	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
FCDJCBPM_03422	gene	1155				
FCDJCBPM_03422	CDS	1155				hypothetical protein
FCDJCBPM_03423	gene	348				
FCDJCBPM_03423	CDS	348				hypothetical protein
FCDJCBPM_03424	gene	864	speE			
FCDJCBPM_03424	CDS	864	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
FCDJCBPM_03425	gene	795	speD			
FCDJCBPM_03425	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FCDJCBPM_03426	gene	366				
FCDJCBPM_03426	CDS	366				hypothetical protein
FCDJCBPM_03427	gene	2598	acnB			
FCDJCBPM_03427	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
FCDJCBPM_03428	gene	1635				
FCDJCBPM_03428	CDS	1635				hypothetical protein
FCDJCBPM_03429	gene	270				
FCDJCBPM_03429	CDS	270				hypothetical protein
FCDJCBPM_03430	gene	984				
FCDJCBPM_03430	CDS	984				hypothetical protein
FCDJCBPM_03431	gene	1428	lpdA			
FCDJCBPM_03431	CDS	1428	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FCDJCBPM_03432	gene	1917	aceF			
FCDJCBPM_03432	CDS	1917	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FCDJCBPM_03433	gene	2667	aceE			
FCDJCBPM_03433	CDS	2667	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FCDJCBPM_03434	gene	765	pdhR			
FCDJCBPM_03434	CDS	765	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
FCDJCBPM_03435	gene	153				
FCDJCBPM_03435	CDS	153				hypothetical protein
FCDJCBPM_03436	gene	1371	aroP			
FCDJCBPM_03436	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
FCDJCBPM_03437	gene	276				
FCDJCBPM_03437	CDS	276				hypothetical protein
FCDJCBPM_03438	gene	4473				
FCDJCBPM_03438	CDS	4473				hypothetical protein
FCDJCBPM_03439	gene	960	slrP_2			
FCDJCBPM_03439	CDS	960	slrP_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
FCDJCBPM_03440	gene	855	ampE			
FCDJCBPM_03440	CDS	855	ampE		COG3725	Protein AmpE
FCDJCBPM_03441	gene	558	ampD			
FCDJCBPM_03441	CDS	558	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
FCDJCBPM_03442	gene	897	nadC			
FCDJCBPM_03442	CDS	897	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FCDJCBPM_03443	gene	441				
FCDJCBPM_03443	CDS	441				hypothetical protein
FCDJCBPM_03444	gene	1134	epsE			
FCDJCBPM_03444	CDS	1134	epsE		COG2804	Type II secretion system protein E
FCDJCBPM_03445	gene	1206	epsF			
FCDJCBPM_03445	CDS	1206	epsF		COG1459	Type II secretion system protein F
FCDJCBPM_03446	gene	1044	guaC			
FCDJCBPM_03446	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
FCDJCBPM_03447	gene	627	coaE			
FCDJCBPM_03447	CDS	627	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FCDJCBPM_03448	gene	756	zapD			
FCDJCBPM_03448	CDS	756	zapD		COG4582	Cell division protein ZapD
FCDJCBPM_03449	gene	201	yacG			
FCDJCBPM_03449	CDS	201	yacG		COG3024	DNA gyrase inhibitor YacG
FCDJCBPM_03450	gene	390	mutT			
FCDJCBPM_03450	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FCDJCBPM_03451	gene	2709	secA			
FCDJCBPM_03451	CDS	2709	secA		COG0653	Protein translocase subunit SecA
FCDJCBPM_03452	gene	504	secM			
FCDJCBPM_03452	CDS	504	secM			Secretion monitor
FCDJCBPM_03453	gene	528				
FCDJCBPM_03453	CDS	528				hypothetical protein
FCDJCBPM_03454	gene	918	lpxC			
FCDJCBPM_03454	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FCDJCBPM_03455	gene	1161	ftsZ			
FCDJCBPM_03455	CDS	1161	ftsZ		COG0206	Cell division protein FtsZ
FCDJCBPM_03456	gene	1257	ftsA_2			
FCDJCBPM_03456	CDS	1257	ftsA_2		COG0849	Cell division protein FtsA
FCDJCBPM_03457	gene	837	ftsQ			
FCDJCBPM_03457	CDS	837	ftsQ		COG1589	Cell division protein FtsQ
FCDJCBPM_03458	gene	1428	murC			
FCDJCBPM_03458	CDS	1428	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FCDJCBPM_03459	gene	1068	murG			
FCDJCBPM_03459	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FCDJCBPM_03460	gene	1203	ftsW			
FCDJCBPM_03460	CDS	1203	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FCDJCBPM_03461	gene	1317	murD			
FCDJCBPM_03461	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FCDJCBPM_03462	gene	1083	mraY			
FCDJCBPM_03462	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FCDJCBPM_03463	gene	1368	murF			
FCDJCBPM_03463	CDS	1368	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FCDJCBPM_03464	gene	1488	murE			
FCDJCBPM_03464	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FCDJCBPM_03465	gene	1773	ftsI_1			
FCDJCBPM_03465	CDS	1773	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FCDJCBPM_03466	gene	321	ftsL			
FCDJCBPM_03466	CDS	321	ftsL		COG3116	Cell division protein FtsL
FCDJCBPM_03467	gene	948	rsmH			
FCDJCBPM_03467	CDS	948	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FCDJCBPM_03468	gene	459	mraZ			
FCDJCBPM_03468	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
FCDJCBPM_03469	gene	468	alaE			
FCDJCBPM_03469	CDS	468	alaE			L-alanine exporter AlaE
FCDJCBPM_03470	gene	1005	cra			
FCDJCBPM_03470	CDS	1005	cra		COG1609	Catabolite repressor/activator
FCDJCBPM_03471	gene	498	ilvH			
FCDJCBPM_03471	CDS	498	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FCDJCBPM_03472	gene	1719	ilvI			
FCDJCBPM_03472	CDS	1719	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FCDJCBPM_03473	gene	1578	leuA			
FCDJCBPM_03473	CDS	1578	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FCDJCBPM_03474	gene	1095	leuB			
FCDJCBPM_03474	CDS	1095	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FCDJCBPM_03475	gene	1401	leuC			
FCDJCBPM_03475	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
FCDJCBPM_03476	gene	603	leuD1			
FCDJCBPM_03476	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
FCDJCBPM_03477	gene	1683	sgrR_2			
FCDJCBPM_03477	CDS	1683	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
FCDJCBPM_03478	gene	981	thiB			
FCDJCBPM_03478	CDS	981	thiB		COG4143	Thiamine-binding periplasmic protein
FCDJCBPM_03479	gene	1725				
FCDJCBPM_03479	CDS	1725				hypothetical protein
FCDJCBPM_03480	gene	699	thiQ			
FCDJCBPM_03480	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
FCDJCBPM_03481	gene	1311	dgoT_5			
FCDJCBPM_03481	CDS	1311	dgoT_5			D-galactonate transporter
FCDJCBPM_03482	gene	675	rspR_7			
FCDJCBPM_03482	CDS	675	rspR_7		COG1802	HTH-type transcriptional repressor RspR
FCDJCBPM_03483	gene	1149	dgoD_2			
FCDJCBPM_03483	CDS	1149	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
FCDJCBPM_03484	gene	768	yabI_2			
FCDJCBPM_03484	CDS	768	yabI_2		COG0586	Inner membrane protein YabI
FCDJCBPM_03485	gene	2373	polB			
FCDJCBPM_03485	CDS	2373	polB	2.7.7.7	COG0417	DNA polymerase II
FCDJCBPM_03486	gene	2907	rapA			
FCDJCBPM_03486	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FCDJCBPM_03487	gene	654	rluA			
FCDJCBPM_03487	CDS	654	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
FCDJCBPM_03488	gene	825	djlA			
FCDJCBPM_03488	CDS	825	djlA		COG1076	Co-chaperone protein DjlA
FCDJCBPM_03489	gene	2343	lptD			
FCDJCBPM_03489	CDS	2343	lptD		COG1452	LPS-assembly protein LptD
FCDJCBPM_03490	gene	1296	surA			
FCDJCBPM_03490	CDS	1296	surA	5.2.1.8	COG0760	Chaperone SurA
FCDJCBPM_03491	gene	993	pdxA			
FCDJCBPM_03491	CDS	993	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
FCDJCBPM_03492	gene	819	rsmA			
FCDJCBPM_03492	CDS	819	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FCDJCBPM_03493	gene	378	apaG			
FCDJCBPM_03493	CDS	378	apaG		COG2967	Protein ApaG
FCDJCBPM_03494	gene	849	apaH			
FCDJCBPM_03494	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
FCDJCBPM_03495	gene	486	folA			
FCDJCBPM_03495	CDS	486	folA	1.5.1.3	COG0262	Dihydrofolate reductase
FCDJCBPM_03496	gene	3225	carB			
FCDJCBPM_03496	CDS	3225	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FCDJCBPM_03497	gene	1155	carA_3			
FCDJCBPM_03497	CDS	1155	carA_3	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FCDJCBPM_03498	gene	822	dapB			
FCDJCBPM_03498	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FCDJCBPM_03499	gene	879				
FCDJCBPM_03499	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
FCDJCBPM_03500	gene	951	ispH			
FCDJCBPM_03500	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FCDJCBPM_03501	gene	474	fkpB			
FCDJCBPM_03501	CDS	474	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
FCDJCBPM_03502	gene	507	lspA			
FCDJCBPM_03502	CDS	507	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FCDJCBPM_03503	gene	2817	ileS			
FCDJCBPM_03503	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FCDJCBPM_03504	gene	939	ribF			
FCDJCBPM_03504	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
FCDJCBPM_03505	gene	210				
FCDJCBPM_03505	CDS	210				hypothetical protein
FCDJCBPM_03506	gene	1224	nhaA			
FCDJCBPM_03506	CDS	1224	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
FCDJCBPM_03507	gene	1137	dnaJ			
FCDJCBPM_03507	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
FCDJCBPM_03508	gene	1911	dnaK_2			
FCDJCBPM_03508	CDS	1911	dnaK_2		COG0443	Chaperone protein DnaK
FCDJCBPM_03509	gene	1317	proP_5			
FCDJCBPM_03509	CDS	1317	proP_5			Proline/betaine transporter
FCDJCBPM_03510	gene	588	mog			
FCDJCBPM_03510	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
FCDJCBPM_03511	gene	954	talB_2			
FCDJCBPM_03511	CDS	954	talB_2	2.2.1.2	COG0176	Transaldolase B
FCDJCBPM_03512	gene	1479	alsT			
FCDJCBPM_03512	CDS	1479	alsT		COG1115	Amino-acid carrier protein AlsT
FCDJCBPM_03513	gene	780	yaaA			
FCDJCBPM_03513	CDS	780	yaaA		COG3022	Peroxide stress resistance protein YaaA
FCDJCBPM_03514	gene	1290	thrC			
FCDJCBPM_03514	CDS	1290	thrC	4.2.3.1	COG0498	Threonine synthase
FCDJCBPM_03515	gene	933	thrB			
FCDJCBPM_03515	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
FCDJCBPM_03516	gene	2460	thrA			
FCDJCBPM_03516	CDS	2460	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
FCDJCBPM_03517	gene	717	arcA			
FCDJCBPM_03517	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
FCDJCBPM_03518	gene	483				
FCDJCBPM_03518	CDS	483				hypothetical protein
FCDJCBPM_03519	gene	870	rob_2			
FCDJCBPM_03519	CDS	870	rob_2		COG2207	Right origin-binding protein
FCDJCBPM_03520	gene	648	gpmB			
FCDJCBPM_03520	CDS	648	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
FCDJCBPM_03521	gene	537	yjjX			
FCDJCBPM_03521	CDS	537	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
FCDJCBPM_03522	gene	336	trpR			
FCDJCBPM_03522	CDS	336	trpR		COG2973	Trp operon repressor
FCDJCBPM_03523	gene	1929	slt			
FCDJCBPM_03523	CDS	1929	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
FCDJCBPM_03524	gene	1665	ettA			
FCDJCBPM_03524	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
FCDJCBPM_03525	gene	207				
FCDJCBPM_03525	CDS	207				hypothetical protein
FCDJCBPM_03526	gene	1230	nadR			
FCDJCBPM_03526	CDS	1230	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
FCDJCBPM_03527	gene	1383	radA			
FCDJCBPM_03527	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
FCDJCBPM_03528	gene	978	serB			
FCDJCBPM_03528	CDS	978	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
FCDJCBPM_03529	gene	705	ytjB			
FCDJCBPM_03529	CDS	705	ytjB		COG3726	putative inner membrane protein Smp
FCDJCBPM_03530	gene	720	deoD			
FCDJCBPM_03530	CDS	720	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
FCDJCBPM_03531	gene	1224	deoB			
FCDJCBPM_03531	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
FCDJCBPM_03532	gene	1332	deoA			
FCDJCBPM_03532	CDS	1332	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
FCDJCBPM_03533	gene	780	deoC			
FCDJCBPM_03533	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
FCDJCBPM_03534	gene	828	yjjV			
FCDJCBPM_03534	CDS	828	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
FCDJCBPM_03535	gene	192				
FCDJCBPM_03535	CDS	192				hypothetical protein
FCDJCBPM_03536	gene	162				
FCDJCBPM_03536	CDS	162				hypothetical protein
FCDJCBPM_03537	gene	615	osmY_2			
FCDJCBPM_03537	CDS	615	osmY_2		COG2823	Osmotically-inducible protein Y
FCDJCBPM_03538	gene	1590	prfC			
FCDJCBPM_03538	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
FCDJCBPM_03539	gene	447	rimI			
FCDJCBPM_03539	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
FCDJCBPM_03540	gene	414	holD			
FCDJCBPM_03540	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
FCDJCBPM_03541	gene	1053	rsmC			
FCDJCBPM_03541	CDS	1053	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
FCDJCBPM_03542	gene	87				
FCDJCBPM_03542	tRNA	87				tRNA-Leu(cag)
FCDJCBPM_03543	gene	87				
FCDJCBPM_03543	tRNA	87				tRNA-Leu(cag)
FCDJCBPM_03544	gene	87				
FCDJCBPM_03544	tRNA	87				tRNA-Leu(cag)
FCDJCBPM_03545	gene	1104				
FCDJCBPM_03545	CDS	1104				hypothetical protein
FCDJCBPM_03546	gene	522	yhbO_2			
FCDJCBPM_03546	CDS	522	yhbO_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
FCDJCBPM_03547	gene	393				
FCDJCBPM_03547	CDS	393				hypothetical protein
FCDJCBPM_03548	gene	510				
FCDJCBPM_03548	CDS	510				hypothetical protein
FCDJCBPM_03549	gene	528	ubiJ_2			
FCDJCBPM_03549	CDS	528	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
FCDJCBPM_03550	gene	1080	yhbU			
FCDJCBPM_03550	CDS	1080	yhbU	3.4.-.-	COG0826	putative protease YhbU
FCDJCBPM_03551	gene	879				
FCDJCBPM_03551	CDS	879				hypothetical protein
FCDJCBPM_03552	gene	1014	tgnB			
FCDJCBPM_03552	CDS	1014	tgnB	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
FCDJCBPM_03553	gene	1869	deaD			
FCDJCBPM_03553	CDS	1869	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
FCDJCBPM_03554	gene	888	nlpI			
FCDJCBPM_03554	CDS	888	nlpI		COG4785	Lipoprotein NlpI
FCDJCBPM_03555	gene	2118	pnp			
FCDJCBPM_03555	CDS	2118	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FCDJCBPM_03556	gene	270	rpsO			
FCDJCBPM_03556	CDS	270	rpsO		COG0184	30S ribosomal protein S15
FCDJCBPM_03557	gene	942	truB			
FCDJCBPM_03557	CDS	942	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
FCDJCBPM_03558	gene	417	rbfA			
FCDJCBPM_03558	CDS	417	rbfA		COG0858	30S ribosome-binding factor
FCDJCBPM_03559	gene	2709	infB			
FCDJCBPM_03559	CDS	2709	infB		COG0532	Translation initiation factor IF-2
FCDJCBPM_03560	gene	1488	nusA			
FCDJCBPM_03560	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
FCDJCBPM_03561	gene	453	rimP			
FCDJCBPM_03561	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
FCDJCBPM_03562	gene	77				
FCDJCBPM_03562	tRNA	77				tRNA-Met(cat)
FCDJCBPM_03563	gene	87				
FCDJCBPM_03563	tRNA	87				tRNA-Leu(gag)
FCDJCBPM_03564	gene	333	secG			
FCDJCBPM_03564	CDS	333	secG		COG1314	Protein-export membrane protein SecG
FCDJCBPM_03565	gene	1338	glmM			
FCDJCBPM_03565	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
FCDJCBPM_03566	gene	846	folP			
FCDJCBPM_03566	CDS	846	folP	2.5.1.15	COG0294	Dihydropteroate synthase
FCDJCBPM_03567	gene	1941	ftsH			
FCDJCBPM_03567	CDS	1941	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FCDJCBPM_03568	gene	630	rlmE			
FCDJCBPM_03568	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
FCDJCBPM_03569	gene	294	yhbY			
FCDJCBPM_03569	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
FCDJCBPM_03570	gene	477	greA			
FCDJCBPM_03570	CDS	477	greA		COG0782	Transcription elongation factor GreA
FCDJCBPM_03571	gene	1392	dacB			
FCDJCBPM_03571	CDS	1392	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
FCDJCBPM_03572	gene	3495				
FCDJCBPM_03572	CDS	3495				hypothetical protein
FCDJCBPM_03573	gene	1170	obg			
FCDJCBPM_03573	CDS	1170	obg	3.6.5.-	COG0536	GTPase Obg
FCDJCBPM_03574	gene	984	yhbE			
FCDJCBPM_03574	CDS	984	yhbE		COG0697	putative inner membrane transporter YhbE
FCDJCBPM_03575	gene	258	rpmA			
FCDJCBPM_03575	CDS	258	rpmA		COG0211	50S ribosomal protein L27
FCDJCBPM_03576	gene	312	rplU			
FCDJCBPM_03576	CDS	312	rplU		COG0261	50S ribosomal protein L21
FCDJCBPM_03577	gene	972	ispB			
FCDJCBPM_03577	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
FCDJCBPM_03578	gene	381				
FCDJCBPM_03578	CDS	381				hypothetical protein
FCDJCBPM_03579	gene	264				
FCDJCBPM_03579	CDS	264				hypothetical protein
FCDJCBPM_03580	gene	384				
FCDJCBPM_03580	CDS	384				hypothetical protein
FCDJCBPM_03581	gene	939	mdh			
FCDJCBPM_03581	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
FCDJCBPM_03582	gene	471	argR			
FCDJCBPM_03582	CDS	471	argR		COG1438	Arginine repressor
FCDJCBPM_03583	gene	267	ydgH_2			
FCDJCBPM_03583	CDS	267	ydgH_2			Protein YdgH
FCDJCBPM_03584	gene	1374	mpl			
FCDJCBPM_03584	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
FCDJCBPM_03585	gene	1002	fbp			
FCDJCBPM_03585	CDS	1002	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
FCDJCBPM_03586	gene	531	ppa			
FCDJCBPM_03586	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
FCDJCBPM_03587	gene	363	ytfP			
FCDJCBPM_03587	CDS	363	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
FCDJCBPM_03588	gene	3834	tamB			
FCDJCBPM_03588	CDS	3834	tamB		COG2911	Translocation and assembly module subunit TamB
FCDJCBPM_03589	gene	1743	tamA			
FCDJCBPM_03589	CDS	1743	tamA		COG0729	Translocation and assembly module subunit TamA
FCDJCBPM_03590	gene	642	msrA_2			
FCDJCBPM_03590	CDS	642	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
FCDJCBPM_03591	gene	1335				
FCDJCBPM_03591	CDS	1335				hypothetical protein
FCDJCBPM_03592	gene	207				
FCDJCBPM_03592	CDS	207				hypothetical protein
FCDJCBPM_03593	gene	567	ytfJ			
FCDJCBPM_03593	CDS	567	ytfJ		COG3054	putative protein YtfJ
FCDJCBPM_03594	gene	747	cysQ			
FCDJCBPM_03594	CDS	747	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
FCDJCBPM_03595	gene	621	fklB			
FCDJCBPM_03595	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
FCDJCBPM_03596	gene	1020				
FCDJCBPM_03596	CDS	1020				hypothetical protein
FCDJCBPM_03597	gene	453	rplI			
FCDJCBPM_03597	CDS	453	rplI		COG0359	50S ribosomal protein L9
FCDJCBPM_03598	gene	228	rpsR			
FCDJCBPM_03598	CDS	228	rpsR		COG0238	30S ribosomal protein S18
FCDJCBPM_03599	gene	321	priB			
FCDJCBPM_03599	CDS	321	priB		COG2965	Primosomal replication protein N
FCDJCBPM_03600	gene	396	rpsF			
FCDJCBPM_03600	CDS	396	rpsF		COG0360	30S ribosomal protein S6
FCDJCBPM_03601	gene	750				
FCDJCBPM_03601	CDS	750				hypothetical protein
FCDJCBPM_03602	gene	306	bsmA			
FCDJCBPM_03602	CDS	306	bsmA			Lipoprotein BsmA
FCDJCBPM_03603	gene	732	rlmB			
